;Australia_Total;Austria_Total;Belgium_Total;Canada_Total;Czech Republic_Total;Denmark_Total;Finland_Total;France_Total;Germany_Total;Greece_Total;Ireland_Total;Italy_Total;Japan_Total;Korea_Total;Netherlands_Total;New Zealand_Total;Norway_Total;Portugal_Total;Slovenia_Total;Spain_Total;Sweden_Total;Switzerland_Total;United Kingdom_Total;United States_Total;Australia_Foreign;Austria_Foreign;Belgium_Foreign;Canada_Foreign;Czech Republic_Foreign;Denmark_Foreign;Finland_Foreign;France_Foreign;Germany_Foreign;Greece_Foreign;Ireland_Foreign;Italy_Foreign;Japan_Foreign;Korea_Foreign;Netherlands_Foreign;New Zealand_Foreign;Norway_Foreign;Portugal_Foreign;Slovenia_Foreign;Spain_Foreign;Sweden_Foreign;Switzerland_Foreign;United Kingdom_Foreign;United States_Foreign;Australia_ForeignOfficial;Austria_ForeignOfficial;Belgium_ForeignOfficial;Canada_ForeignOfficial;Czech Republic_ForeignOfficial;Denmark_ForeignOfficial;Finland_ForeignOfficial;France_ForeignOfficial;Germany_ForeignOfficial;Greece_ForeignOfficial;Ireland_ForeignOfficial;Italy_ForeignOfficial;Japan_ForeignOfficial;Korea_ForeignOfficial;Netherlands_ForeignOfficial;New Zealand_ForeignOfficial;Norway_ForeignOfficial;Portugal_ForeignOfficial;Slovenia_ForeignOfficial;Spain_ForeignOfficial;Sweden_ForeignOfficial;Switzerland_ForeignOfficial;United Kingdom_ForeignOfficial;United States_ForeignOfficial;Australia_ForeignBank;Austria_ForeignBank;Belgium_ForeignBank;Canada_ForeignBank;Czech Republic_ForeignBank;Denmark_ForeignBank;Finland_ForeignBank;France_ForeignBank;Germany_ForeignBank;Greece_ForeignBank;Ireland_ForeignBank;Italy_ForeignBank;Japan_ForeignBank;Korea_ForeignBank;Netherlands_ForeignBank;New Zealand_ForeignBank;Norway_ForeignBank;Portugal_ForeignBank;Slovenia_ForeignBank;Spain_ForeignBank;Sweden_ForeignBank;Switzerland_ForeignBank;United Kingdom_ForeignBank;United States_ForeignBank;Australia_ForeignNonbank;Austria_ForeignNonbank;Belgium_ForeignNonbank;Canada_ForeignNonbank;Czech Republic_ForeignNonbank;Denmark_ForeignNonbank;Finland_ForeignNonbank;France_ForeignNonbank;Germany_ForeignNonbank;Greece_ForeignNonbank;Ireland_ForeignNonbank;Italy_ForeignNonbank;Japan_ForeignNonbank;Korea_ForeignNonbank;Netherlands_ForeignNonbank;New Zealand_ForeignNonbank;Norway_ForeignNonbank;Portugal_ForeignNonbank;Slovenia_ForeignNonbank;Spain_ForeignNonbank;Sweden_ForeignNonbank;Switzerland_ForeignNonbank;United Kingdom_ForeignNonbank;United States_ForeignNonbank;Australia_Domestic;Austria_Domestic;Belgium_Domestic;Canada_Domestic;Czech Republic_Domestic;Denmark_Domestic;Finland_Domestic;France_Domestic;Germany_Domestic;Greece_Domestic;Ireland_Domestic;Italy_Domestic;Japan_Domestic;Korea_Domestic;Netherlands_Domestic;New Zealand_Domestic;Norway_Domestic;Portugal_Domestic;Slovenia_Domestic;Spain_Domestic;Sweden_Domestic;Switzerland_Domestic;United Kingdom_Domestic;United States_Domestic;Australia_DomesticCentralBank;Austria_DomesticCentralBank;Belgium_DomesticCentralBank;Canada_DomesticCentralBank;Czech Republic_DomesticCentralBank;Denmark_DomesticCentralBank;Finland_DomesticCentralBank;France_DomesticCentralBank;Germany_DomesticCentralBank;Greece_DomesticCentralBank;Ireland_DomesticCentralBank;Italy_DomesticCentralBank;Japan_DomesticCentralBank;Korea_DomesticCentralBank;Netherlands_DomesticCentralBank;New Zealand_DomesticCentralBank;Norway_DomesticCentralBank;Portugal_DomesticCentralBank;Slovenia_DomesticCentralBank;Spain_DomesticCentralBank;Sweden_DomesticCentralBank;Switzerland_DomesticCentralBank;United Kingdom_DomesticCentralBank;United States_DomesticCentralBank;Australia_DomesticBank;Austria_DomesticBank;Belgium_DomesticBank;Canada_DomesticBank;Czech Republic_DomesticBank;Denmark_DomesticBank;Finland_DomesticBank;France_DomesticBank;Germany_DomesticBank;Greece_DomesticBank;Ireland_DomesticBank;Italy_DomesticBank;Japan_DomesticBank;Korea_DomesticBank;Netherlands_DomesticBank;New Zealand_DomesticBank;Norway_DomesticBank;Portugal_DomesticBank;Slovenia_DomesticBank;Spain_DomesticBank;Sweden_DomesticBank;Switzerland_DomesticBank;United Kingdom_DomesticBank;United States_DomesticBank;Australia_DomesticNonbank;Austria_DomesticNonbank;Belgium_DomesticNonbank;Canada_DomesticNonbank;Czech Republic_DomesticNonbank;Denmark_DomesticNonbank;Finland_DomesticNonbank;France_DomesticNonbank;Germany_DomesticNonbank;Greece_DomesticNonbank;Ireland_DomesticNonbank;Italy_DomesticNonbank;Japan_DomesticNonbank;Korea_DomesticNonbank;Netherlands_DomesticNonbank;New Zealand_DomesticNonbank;Norway_DomesticNonbank;Portugal_DomesticNonbank;Slovenia_DomesticNonbank;Spain_DomesticNonbank;Sweden_DomesticNonbank;Switzerland_DomesticNonbank;United Kingdom_DomesticNonbank;United States_DomesticNonbank
2006Q3;95.502;188.695;305.313;884.12;951.943;599.933;64.712;1220.495;1610.704;221.659;45.532;1679.001;770912.59;223380.53;273.409;32.588;1029.873;119.932;8.021;394.583;1358.911;215.444;606.328;7878.342;34.016;142.241;158.399;158.46;254.824;197.754;47.335;568.583;810.346;146.698;27.008;660.049;45631.072;12850.183;177.163;14.429;699.378;80.637;2.199;193.215;273.575;57.417;133.036;2109.667;20.571;16.235;31.532;17.743;34.3;65.418;9.783;158.408;409.596;15.807;19.224;41.635;15355.16;4569.853;61.578;1.227;30.136;11.772;0.243;27.91;79.51;7.621;85.137;1426;2.542;19.991;38.707;28.776;116.698;39.292;7.061;91.806;93.361;90.546;7.584;276.977;2701.306;6237.047;26.309;0.153;22.214;35.695;1.944;75.676;67.518;15.417;6.148;168.424;10.902999999999997;106.01500000000001;88.16;111.94100000000002;103.82600000000001;93.04399999999998;30.491;318.36899999999997;307.389;40.34500000000001;0.1999999999999993;341.437;27574.606;2043.2830000000022;89.27600000000001;13.049;647.028;33.169999999999995;0.01200000000000001;89.629;126.547;34.379;41.751000000000005;515.2429999999999;61.486;46.45399999999998;146.914;725.66;697.1189999999999;402.179;17.377000000000002;651.9119999999999;800.358;74.96099999999998;18.523999999999997;1018.952;725281.5179999999;210530.347;96.24599999999998;18.159;330.495;39.295;5.822000000000001;201.36800000000002;1085.336;158.027;473.292;5768.674999999999;8.552;0.861;3.293;47.59;0;10.908;0.518;28.995;9.949;13.115;0.022;65.167;80798.9;11542.1;0.477;4.987;0;0.476;0.082;20.303;0;2.95;0;768.915;5.154;31.291;94.67;163.4;393.599;31.362;9.644;358.943;514.962;40.616;4.533;356.217;282820;80931.1;57.494;2.397;151.7;12.561;3.269;87.409;300.91;21.097;21.769;184.746;47.78;14.301999999999982;48.95099999999998;514.67;303.5199999999999;359.90899999999993;7.215000000000002;263.97399999999993;275.447;21.229999999999983;13.968999999999998;597.568;361662.6179999999;118057.147;38.27499999999998;10.774999999999999;178.79500000000002;26.258000000000003;2.471000000000001;93.65600000000002;784.4259999999999;133.98;451.52299999999997;4815.013999999999
2006Q4;94.371;181.304;297.495;896.041;973.107;559.349;69.532;1207.313;1610.904;225.73;43.739;1657.403;770922.57;219155.53;264.472;29.599;1161.579;122.467;8.202;392.132;1366.719;211.955;619.114;7981.395;31.193;139.635;154.655;167.016;264.785;191.532;52.57;565.869;814.241;146.663;26.779;659.674;48919.338;14076.375;168.249;12.022;823.08;82.981;2.305;196.58;315.114;58.19;144.584;2188.785;21.702;17.291;34.679;20.544;36.7;63.968;11.037;161.584;431.684;16.273;19.952;44.672;17055.355;5414.439;66.201;1.099;31.828;12.445;0.241;32.034;89.678;8.586;90.683;1449;2.536;18.82;38.653;27.95;112.943;38.901;7.534;82.912;87.267;85.318;6.652;261.182;3050.638;4750.419;25.455;0.121;24.296;34.704;2.051;75.644;65.656;13.826;6.477;161.828;6.955;103.524;81.32300000000001;118.52199999999998;115.14200000000004;88.66300000000001;33.999;321.37300000000005;295.28999999999996;45.07200000000002;0.17499999999999805;353.81999999999994;28813.345000000005;3911.517;76.593;10.802;766.956;35.832;0.0129999999999999;88.90200000000002;159.77999999999997;35.778;47.42399999999999;577.9569999999999;63.178;41.66900000000001;142.84;729.0250000000001;708.3219999999999;367.817;16.961999999999996;641.4440000000001;796.663;79.06699999999998;16.959999999999997;997.729;722003.232;205079.155;96.22299999999998;17.576999999999998;338.4989999999999;39.486000000000004;5.897;195.552;1051.605;153.76500000000001;474.53000000000003;5792.610000000001;7.531;0.874;3.459;48.27;0;10.901;0.69;28.481;10.093;13.136;0.037;66.011;80596.4;7896.3;0.454;4.733;0;0.48;0.082;19.013;0;2.8;0;778.938;5.345;27.586;92.208;174.63;417.075;24.502;9.71;352.514;517.407;40.661;4.173;363.862;284990;80336.2;58.6;2.702;163;13.753;3.271;85.562;323.729;21.232;19.084;197.008;50.302;13.20900000000001;47.173;506.1250000000001;291.2469999999999;332.414;6.561999999999994;260.44900000000007;269.163;25.269999999999982;12.749999999999998;567.856;356416.83199999994;116846.65500000001;37.16899999999999;10.141999999999998;175.4989999999999;25.253000000000007;2.5440000000000005;90.97699999999999;727.876;129.733;455.446;4816.664000000001
2007Q1;92.995;194.673;307.996;905.663;981.971;552.834;66.05;1244.509;1613.974;231.675;45.165;1686.726;767031.88;227215.33;269.603;29.297;1118.347;120.867;9.021;398.734;1330.81;212.783;618.021;8130.356;30.084;152.58;170.81;167.934;275.1;203.755;48.404;586.174;804.889;155.892;27.292;649.217;51876.468;15426.28;173.639;12.76;805.197;83.568;3.397;201.388;333.767;52.825;145.115;2282.712;25.116;18.197;35.751;23.69;36.7;61.966;13.93;163.45;473.304;16.65;21.246;43.156;16272.246;5537.783;66.506;1.285;37.342;14.299;0.233;37.451;100.664;9.176;100.179;1466;2.932;31.142;45.493;26.46;110.496;39.61;6.98;90.327;76.173;88.961;5.891;263.724;2972.821;6858.954;28.146;0.132;28.924;32.057;2.922;80.591;74.549;13.337;5.652;123.253;2.036;103.24100000000001;89.566;117.78399999999999;127.90400000000004;102.17899999999999;27.494000000000003;332.397;255.41200000000003;50.28099999999999;0.1550000000000029;342.33700000000005;32631.401;3029.5429999999997;78.98700000000001;11.343;738.931;37.212;0.24199999999999955;83.34600000000002;158.554;30.312;39.284000000000006;693.459;62.911;42.09299999999999;137.18599999999998;737.729;706.871;349.07899999999995;17.645999999999994;658.335;809.0849999999999;75.78300000000002;17.872999999999998;1037.509;715155.412;211789.05;95.964;16.537;313.15;37.29900000000001;5.6240000000000006;197.34599999999998;997.0429999999999;159.95799999999997;472.90599999999995;5847.644;7.044;0.948;3.789;48.1;0;10.959;0.711;27.993;10.098;13.145;0.037;65.93;76445.7;8086.9;0.615;4.372;0;0.488;0.088;19.718;0;2.66;0;780.89;5.656;27.392;87.646;166.87;421.44;10.032;9.969;366.538;517.177;36.436;3.649;372.994;287550;85474.9;59.573;2.198;156;13.143;3.01;84.791;309.432;20.697;6.267;212.441;50.211000000000006;13.75299999999999;45.75099999999999;522.759;285.431;328.08799999999997;6.965999999999996;263.804;281.80999999999995;26.20200000000002;14.186999999999998;598.5849999999999;351159.71200000006;118227.25;35.776;9.966999999999999;157.14999999999998;23.668000000000006;2.5260000000000007;92.83699999999999;687.6109999999999;136.60099999999997;466.63899999999995;4854.313
2007Q2;95.899;203.676;307.882;886.38;1023.622;538.497;67.806;1277.565;1632.336;233.269;45.578;1701.398;768733.36;233243.05;274.766;29.821;1096.228;122.661;8.18;400.012;1291.459;209.52;639.495;8049.342;32.895;161.432;174.416;155.149;290.939;202.216;48.638;634.692;838.336;165.537;28.672;673.042;50949.129;16665.625;176.983;12.848;776.897;83.412;3.04;198.153;287.492;57.264;163.801;2265.525;26.329;19.03;36.942;23.735;38.4;60.206;16.752;165.085;510.15;16.77;22.517;42.765;18005.641;5486.184;66.419;1.381;43.127;13.027;0.23;42.454;102.601;9.054;112.068;1612.6;2.699;32.018;46.74;25.163;114.132;37.345;8.384;93.456;76.402;80.374;5.997;243.689;2615.935;6236.841;27.169;0.117;29.991;30.608;2.569;74.674;69.627;14.443;7.357;137.668;3.8670000000000027;110.38399999999999;90.73399999999998;106.25099999999999;138.407;104.66499999999999;23.502;376.15099999999995;251.78400000000005;68.393;0.15800000000000125;386.5880000000001;30327.552999999996;4942.5999999999985;83.39500000000001;11.35;703.7790000000001;39.777;0.2410000000000001;81.02499999999998;115.26400000000002;33.767;44.37599999999999;515.2570000000002;63.004;42.244;133.466;731.231;732.683;336.28099999999995;19.168;642.873;794;67.732;16.906000000000002;1028.3559999999998;717784.231;216577.425;97.78300000000002;16.973;319.331;39.248999999999995;5.14;201.859;1003.9670000000001;152.256;475.694;5783.816999999999;7.698;1.056;4.002;50.84;0;9.087;0.788;27.828;10.304;12.132;0.056;67.502;71147.7;10324.8;0.91;4.348;0;0.496;0.094;18.192;0;2.48;0;790.497;5.568;27.081;85.976;154.39;438.744;13.013;10.052;380.529;503.322;35.991;2.973;370.331;290620;87597.4;58.785;1.414;161.4;12.797;2.565;88.551;290.464;20.792;9.412;201.456;49.738;14.107000000000003;43.488;526.001;293.93899999999996;314.181;8.328;234.51600000000008;280.374;19.609;13.877000000000002;590.5229999999998;356016.5310000001;118655.225;38.08800000000002;11.211;157.931;25.955999999999992;2.4809999999999994;95.116;713.5030000000002;128.984;466.28200000000004;4791.863999999999
2007Q3;101.526;211.968;314.884;884.206;1003.559;539.315;63.619;1280.495;1612.995;234.171;53.525;1700.613;766115.19;230647.25;272.239;30.621;1161.845;124.529;7.988;391.3;1280.844;205.878;648.126;8168.711;34.575;167.777;180.599;147.973;280.763;202.453;44.654;610.306;831.492;172.634;36.499;688.418;59614.41;25812.285;177.347;14.445;839.762;86.602;3.039;191.711;319.328;56.918;164.211;2315.117;28.698;19.776;37.937;25.124;38.7;56.095;19.398;165.112;541.676;17.108;27.01;42.358;17016.274;5525.995;66.179;1.601;45.031;16.004;0.21;47.34;109.81;9.381;115.844;1607.7;2.846;32.758;46.983;24.033;126.167;41.339;6.113;89.833;73.133;80.706;9.245;241.537;2586.448;8350.58;25.149;0.118;38.646;31.527;2.347;69.521;73.647;14.121;5.733;134.265;3.0310000000000024;115.24299999999997;95.67899999999997;98.81600000000002;115.89599999999999;105.019;19.143000000000004;355.3610000000001;216.68299999999994;74.81999999999998;0.24400000000000155;404.523;40011.688;11935.710000000001;86.019;12.726;756.085;39.071;0.4820000000000002;74.85000000000001;135.87099999999998;33.416;42.63400000000002;573.1520000000002;66.951;44.191;134.28500000000003;736.233;722.796;336.8620000000001;18.964999999999996;670.1889999999999;781.5029999999999;61.537000000000006;17.025999999999996;1012.195;706500.7799999999;204834.965;94.89199999999997;16.176;322.0830000000001;37.92699999999999;4.949;199.589;961.5160000000001;148.95999999999998;483.91499999999996;5853.594;2.074;1.119;4.274;50.1;0;8.895;0.799;27.489;10.347;12.163;0.056;66.421;72767.3;8169.1;1.161;4.312;0;0.504;0.099;18.399;0;2.43;0;779.633;6.207;28.458;83.403;153.15;427.519;17.413;9.851;387.401;492.989;30.743;2.738;360.912;284590;79205.5;57.418;1.613;168.1;12.113;2.482;87.89;296.717;20.92;6.702;249.494;58.669999999999995;14.614000000000004;46.60800000000002;532.983;295.27700000000004;310.5540000000001;8.314999999999996;255.2989999999998;278.167;18.63100000000001;14.231999999999996;584.8620000000001;349143.47999999986;117460.36499999999;36.31299999999997;10.250999999999998;153.9830000000001;25.309999999999995;2.3679999999999994;93.3;664.7990000000001;125.60999999999997;477.21299999999997;4824.467000000001
2007Q4;101.98;185.73;300.064;890.993;1054.633;513.925;67.34;1268.859;1619.065;239.915;47.195;1677.725;766182.23;233924.3;266.545;31.035;1164.455;127.571;8.016;384.662;1298.322;201.843;666.88;8348.06;39.621;145.137;171.689;146.306;290.494;197.948;50.772;588.632;859.992;172.75;29.777;657.128;67729.635;34452.956;169.074;15.027;829.195;90.456;3.029;183.681;331.35;49.182;171.042;2426.886;26.503;20.718;38.744;22.856;38.7;53.403;22.034;163.727;565.945;17.178;23.558;39.633;19240.569;5673.101;65.506;1.765;50.655;16.708;0.203;51.65;119.224;9.217;121.118;1641.1;3.306;26.32;39.847;27.073;128.295;35.477;5.259;86.479;74.097;80.983;6.059;230.886;3328.392;15174.964;25.801;0.119;33.885;32.928;1.978;63.327;65.264;15.279;5.51;118.491;9.812000000000001;98.09899999999999;93.09799999999998;96.37700000000001;123.49900000000005;109.06800000000001;23.479;338.426;219.94999999999993;74.589;0.16000000000000103;386.60900000000004;45160.67399999999;13604.891;77.76700000000001;13.142999999999999;744.6550000000001;40.82000000000001;0.8480000000000001;68.70400000000001;146.86200000000002;24.686000000000003;44.41400000000001;667.2950000000001;62.359;40.59299999999999;128.37500000000003;744.687;764.139;315.977;16.568000000000005;680.227;759.0730000000001;67.16499999999999;17.418;1020.5969999999999;698452.595;199471.34399999998;97.471;16.008000000000003;335.2599999999999;37.114999999999995;4.987;200.98099999999997;966.9719999999999;152.661;495.83799999999997;5921.173999999999;1.004;1.102;4.584;49.68;0;3.773;0.828;29.589;10.494;12.174;0.091;63.768;70461.2;10635.5;1.478;4.242;0;0.512;0.105;18.292;0;2.27;0;754.612;6.81;27.257;77.186;163.29;445.933;16.963;10.174;383.591;482.076;36.452;1.685;376.094;280160;74245.7;56.602;2.035;178.7;11.805;2.544;93.196;302.529;19.929;16.041;304.736;54.545;12.233999999999991;46.60500000000002;531.7170000000001;318.206;295.24099999999993;5.566000000000006;267.0469999999999;266.50300000000004;18.538999999999994;15.641999999999998;580.7349999999999;347831.395;114590.14399999999;39.39100000000001;9.731000000000002;156.5599999999999;24.797999999999995;2.3379999999999996;89.49299999999997;664.4429999999999;130.462;479.79699999999997;4861.825999999999
2008Q1;101.759;192.286;314.287;898.045;1016.468;525.446;64.941;1311.092;1637.562;244.548;51.608;1726.516;766505.03;244225.64;275.484;30.811;1015.774;126.494;8.695;380.27;1230.708;201.003;661.926;8564.356;37.674;151.006;186.494;152.622;285.185;206.326;47.801;590.642;866.941;175.524;33.666;675.866;66667.576;37311.522;174.558;15.342;682.162;89.143;3.953;184.463;280.707;48.947;171.872;2579.265;32.507;25.184;40.359;30.596;35.9;53.746;19.666;167.155;541.649;16.441;22.977;41.738;19224.422;6180.206;71.753;1.93;56.166;15.044;0.184;53.931;116.307;8.611;130.063;1707.3;3.293;26.308;40.296;26.415;128.115;41.819;5.473;89.276;69.891;83.241;10.359;239.815;3461.587;18921.26;25.359;0.143;35.353;34.813;2.009;64.201;48.241;13.36;6.476;132.813;1.8740000000000014;99.51400000000001;105.839;95.61100000000002;121.16999999999999;110.76099999999998;22.662000000000003;334.21100000000007;255.401;75.842;0.3299999999999965;394.31299999999993;43981.567;12210.056;77.446;13.269;590.6430000000001;39.286;1.7599999999999998;66.33099999999999;116.15899999999998;26.976;35.33300000000003;739.1519999999999;64.08500000000001;41.28;127.79299999999998;745.423;731.2829999999999;319.12;17.14;720.45;770.6209999999999;69.024;17.942;1050.65;699837.454;206914.11800000002;100.92599999999999;15.469;333.61199999999997;37.351;4.742000000000001;195.807;950.0010000000001;152.05599999999998;490.05400000000003;5985.091;0.481;1.131;4.747;49.24;0;4.36;0.835;31.533;10.451;12.07;0.091;63.834;67390.7;9808.8;1.835;4.324;0;0.517;0.104;19.153;0;1.678;0;612.305;7.738;26.122;79.613;179.44;382.038;12.267;10.717;410.251;494.829;33.411;1.66;385.487;290830;77373.3;59.737;2.056;180.3;12.376;2.567;89.371;322.438;19.462;15.524;421.405;55.86600000000001;14.027000000000001;43.43299999999998;516.7429999999999;349.2449999999999;302.493;5.587999999999999;278.66600000000005;265.34099999999984;23.543;16.191;601.329;341616.7540000001;119732.01800000003;39.35399999999999;9.088999999999999;153.31199999999995;24.458;2.0710000000000006;87.283;627.5630000000001;130.916;474.53000000000003;4951.381
2008Q2;114.656;194.074;313.627;922.084;1080.267;517.16;66.119;1330.957;1673.211;249.692;60.022;1729.968;768272.44;248865.37;278.532;31.285;1001.739;130.178;8.147;390.638;1183.617;199.581;689.797;8541.495;36.366;146.559;194.434;159.432;332.002;202.176;47.555;570.578;886.884;180.705;42.68;711.235;71833.707;38181.762;181.001;15.813;662.564;91.716;3.7;183.981;294.567;44.95;188.61;2577.302;32.422;29.846;42.795;31.354;38.9;56.243;17.824;170.316;534.926;16.132;26.126;47.267;22499.58;6482.626;81.001;2.138;64.087;15.441;0.188;56.46;121.992;9.847;140.592;1910.9;3.172;25.431;38.949;26.752;122.023;30.839;5.889;89.371;79.284;80.341;14.624;248.34;2666.928;16978.83;24.514;0.139;30.103;36.394;2.275;63.529;51.099;12.151;7.499;126.903;0.7720000000000025;91.282;112.69000000000001;101.32599999999998;171.07900000000004;115.094;23.842;310.89099999999996;272.674;84.23200000000001;1.929999999999998;415.62799999999993;46667.19899999999;14720.306;75.486;13.536000000000001;568.374;39.88099999999999;1.237;63.99199999999998;121.476;22.952;40.519;539.499;78.29;47.515000000000015;119.19300000000001;762.6519999999999;748.2650000000001;314.984;18.564;760.3790000000001;786.327;68.987;17.342;1018.7330000000001;696438.733;210683.608;97.53099999999998;15.472;339.17500000000007;38.462;4.447;206.65699999999998;889.05;154.63099999999997;501.187;5964.193000000001;1.104;1.094;4.683;51.38;0;4.067;0.829;31.674;10.6;11.428;0.118;61.576;66064.2;10289.5;1.83;4.308;0;0.521;0.104;19.499;0;1.56;0;478.796;18.076;27.286;86.325;190.79;370.972;12.121;10.305;428.934;516.265;35.951;1.887;390.207;295120;78679.6;58.387;1.874;181.4;13.642;2.228;91.386;258.628;19.777;9.92;390.955;59.11000000000001;19.135000000000012;28.185000000000016;520.482;377.2930000000001;298.796;7.43;299.77100000000013;259.462;21.607999999999997;15.337;566.95;335254.53300000005;121714.508;37.31399999999998;9.29;157.77500000000006;24.299000000000003;2.1149999999999998;95.77199999999999;630.422;133.29399999999998;491.267;5094.442000000001
2008Q3;125.629;196.299;319.139;936.624;1086.104;477.165;59.673;1348.71;1668.645;256.238;71.278;1725.417;762172.35;238263.79;284.034;29.454;1094.796;131.424;8.177;403.722;1266.136;198.272;736.882;9104.797;36.097;149.264;213.397;158.611;345.038;192.669;41.76;580.868;904.086;191.251;52.061;700.169;76765.969;33001.432;189.478;14.077;747.553;94.482;3.739;194.812;294.524;45.572;213.686;2789.438;35.845;34.953;46.633;31.419;45.8;63.796;16.269;174.562;539.768;15.358;32.413;51.763;21882.692;7320.012;90.17;2.525;77.161;16.596;0.173;59.708;135.384;9.549;149.899;1981;0.202;26.774;44.957;29.249;147.87;32.581;6.201;88.073;85.939;82.016;9.776;250.557;2917.24;15161.932;20.504;0.116;27.593;34.9;2.226;66.169;61.646;12.075;6.703;131.595;0.05000000000000243;87.537;121.80699999999999;97.943;151.368;96.29200000000002;19.29;318.23300000000006;278.379;93.877;9.872000000000003;397.84899999999993;51966.037000000004;10519.488000000001;78.804;11.436;642.7990000000001;42.986;1.3399999999999999;68.93500000000002;97.49400000000001;23.948000000000004;57.084;676.8430000000001;89.53200000000001;47.035;105.74200000000002;778.013;741.066;284.496;17.913000000000004;767.842;764.559;64.987;19.217000000000006;1025.248;685406.3809999999;205262.358;94.55599999999998;15.377;347.24300000000005;36.94200000000001;4.438;208.90999999999997;971.612;152.7;523.1959999999999;6315.359;1.825;1.124;4.723;52.38;0;4.464;0.76;32.58;10.643;11.486;0.028;60.383;65563.8;10068.7;1.551;4.391;0;0.526;0.106;20.41;0;1.531;0;476.578;16.897;28.691;79.436;201.64;350.837;1.265;10.338;450.676;497.176;34.625;1.768;385.803;286050;73375;59.394;1.652;184.3;13.283;2.258;86.737;266.917;19.275;3.261;587.196;70.81;17.219999999999995;21.583000000000013;523.993;390.22900000000004;278.767;6.815000000000003;284.58599999999996;256.73999999999995;18.87599999999999;17.421000000000006;579.062;333792.5809999999;121818.658;33.61099999999998;9.334000000000001;162.94300000000004;23.133000000000003;2.074;101.76299999999998;704.6949999999999;131.89399999999998;519.935;5251.585000000001
2008Q4;139.455;202.915;327.683;1012.48;1136.774;643.16;67.435;1389.402;1687.442;264.775;79.621;1738.851;765795.46;264086.6;353.866;32.004;1233.543;135.209;8.263;440.621;1287.298;197.241;809.985;9758.877;38.261;159.52;191.069;171.943;320.045;255.577;49.902;626.377;898.749;195.027;57.142;675.772;62773.385;31249.127;251.327;14.816;843.339;98.005;3.692;207.317;335.292;22.466;220.081;3067.404;37.789;39.262;52.789;36.851;46.8;62.506;14.984;180.209;536.364;15.004;30.361;54.958;18091.428;7576.165;89.062;2.931;94.201;15.701;0.289;62.725;151.559;8.039;153.913;2138.3;0.379;25.022;41.262;32.239;141.257;37.13;5.895;85.506;90.775;84.085;9.604;242.022;2671.02;10383.513;35.554;0.095;34.16;31.629;2.294;64.416;44.877;11.956;12.032;135.392;0.0930000000000013;95.23600000000002;97.01799999999997;102.85300000000001;131.988;155.941;29.023;360.6619999999999;271.61;95.938;17.177000000000003;378.7920000000001;42010.937000000005;13289.448999999999;126.71099999999998;11.790000000000001;714.9780000000001;50.675;1.109;80.17600000000002;138.85599999999997;2.471000000000002;54.13599999999998;793.7119999999998;101.19400000000002;43.39499999999998;136.614;840.537;816.7289999999998;387.58299999999997;17.533;763.0250000000001;788.693;69.74799999999999;22.478999999999992;1063.0790000000002;703022.075;232837.47299999997;102.53899999999999;17.187999999999995;390.20399999999984;37.20400000000001;4.571;233.30399999999997;952.0060000000001;174.775;589.904;6691.473;1.016;1.169;4.891;40.99;0;3.411;0.826;30.84;10.809;11.56;0.497;62.066;63125.5;11248.1;1.775;4.82;0;0.53;0.107;20.342;0;1.45;0;475.921;17.431;27.76;80.039;284.51;429.701;14.649;10.596;452.692;501.708;36.635;3.446;400.517;309360;78013.4;62.086;3.121;221.2;14.263;2.4;115.619;290.066;18.183;28.984;693.304;82.74700000000001;14.465999999999983;51.68400000000001;515.037;387.0279999999998;369.52299999999997;6.111000000000001;279.49300000000005;276.176;21.55299999999999;18.53599999999999;600.4960000000001;330536.57499999995;143575.97299999997;38.67799999999998;9.246999999999995;169.00399999999985;22.41100000000001;2.0639999999999996;97.34299999999999;661.94;155.14200000000002;560.92;5522.248
