;Australia_Total;Austria_Total;Belgium_Total;Canada_Total;Czech Republic_Total;Denmark_Total;Finland_Total;France_Total;Germany_Total;Greece_Total;Ireland_Total;Italy_Total;Japan_Total;Korea_Total;Netherlands_Total;New Zealand_Total;Norway_Total;Portugal_Total;Slovenia_Total;Spain_Total;Sweden_Total;Switzerland_Total;United Kingdom_Total;United States_Total;Australia_Foreign;Austria_Foreign;Belgium_Foreign;Canada_Foreign;Czech Republic_Foreign;Denmark_Foreign;Finland_Foreign;France_Foreign;Germany_Foreign;Greece_Foreign;Ireland_Foreign;Italy_Foreign;Japan_Foreign;Korea_Foreign;Netherlands_Foreign;New Zealand_Foreign;Norway_Foreign;Portugal_Foreign;Slovenia_Foreign;Spain_Foreign;Sweden_Foreign;Switzerland_Foreign;United Kingdom_Foreign;United States_Foreign;Australia_ForeignOfficial;Austria_ForeignOfficial;Belgium_ForeignOfficial;Canada_ForeignOfficial;Czech Republic_ForeignOfficial;Denmark_ForeignOfficial;Finland_ForeignOfficial;France_ForeignOfficial;Germany_ForeignOfficial;Greece_ForeignOfficial;Ireland_ForeignOfficial;Italy_ForeignOfficial;Japan_ForeignOfficial;Korea_ForeignOfficial;Netherlands_ForeignOfficial;New Zealand_ForeignOfficial;Norway_ForeignOfficial;Portugal_ForeignOfficial;Slovenia_ForeignOfficial;Spain_ForeignOfficial;Sweden_ForeignOfficial;Switzerland_ForeignOfficial;United Kingdom_ForeignOfficial;United States_ForeignOfficial;Australia_ForeignBank;Austria_ForeignBank;Belgium_ForeignBank;Canada_ForeignBank;Czech Republic_ForeignBank;Denmark_ForeignBank;Finland_ForeignBank;France_ForeignBank;Germany_ForeignBank;Greece_ForeignBank;Ireland_ForeignBank;Italy_ForeignBank;Japan_ForeignBank;Korea_ForeignBank;Netherlands_ForeignBank;New Zealand_ForeignBank;Norway_ForeignBank;Portugal_ForeignBank;Slovenia_ForeignBank;Spain_ForeignBank;Sweden_ForeignBank;Switzerland_ForeignBank;United Kingdom_ForeignBank;United States_ForeignBank;Australia_ForeignNonbank;Austria_ForeignNonbank;Belgium_ForeignNonbank;Canada_ForeignNonbank;Czech Republic_ForeignNonbank;Denmark_ForeignNonbank;Finland_ForeignNonbank;France_ForeignNonbank;Germany_ForeignNonbank;Greece_ForeignNonbank;Ireland_ForeignNonbank;Italy_ForeignNonbank;Japan_ForeignNonbank;Korea_ForeignNonbank;Netherlands_ForeignNonbank;New Zealand_ForeignNonbank;Norway_ForeignNonbank;Portugal_ForeignNonbank;Slovenia_ForeignNonbank;Spain_ForeignNonbank;Sweden_ForeignNonbank;Switzerland_ForeignNonbank;United Kingdom_ForeignNonbank;United States_ForeignNonbank;Australia_Domestic;Austria_Domestic;Belgium_Domestic;Canada_Domestic;Czech Republic_Domestic;Denmark_Domestic;Finland_Domestic;France_Domestic;Germany_Domestic;Greece_Domestic;Ireland_Domestic;Italy_Domestic;Japan_Domestic;Korea_Domestic;Netherlands_Domestic;New Zealand_Domestic;Norway_Domestic;Portugal_Domestic;Slovenia_Domestic;Spain_Domestic;Sweden_Domestic;Switzerland_Domestic;United Kingdom_Domestic;United States_Domestic;Australia_DomesticCentralBank;Austria_DomesticCentralBank;Belgium_DomesticCentralBank;Canada_DomesticCentralBank;Czech Republic_DomesticCentralBank;Denmark_DomesticCentralBank;Finland_DomesticCentralBank;France_DomesticCentralBank;Germany_DomesticCentralBank;Greece_DomesticCentralBank;Ireland_DomesticCentralBank;Italy_DomesticCentralBank;Japan_DomesticCentralBank;Korea_DomesticCentralBank;Netherlands_DomesticCentralBank;New Zealand_DomesticCentralBank;Norway_DomesticCentralBank;Portugal_DomesticCentralBank;Slovenia_DomesticCentralBank;Spain_DomesticCentralBank;Sweden_DomesticCentralBank;Switzerland_DomesticCentralBank;United Kingdom_DomesticCentralBank;United States_DomesticCentralBank;Australia_DomesticBank;Austria_DomesticBank;Belgium_DomesticBank;Canada_DomesticBank;Czech Republic_DomesticBank;Denmark_DomesticBank;Finland_DomesticBank;France_DomesticBank;Germany_DomesticBank;Greece_DomesticBank;Ireland_DomesticBank;Italy_DomesticBank;Japan_DomesticBank;Korea_DomesticBank;Netherlands_DomesticBank;New Zealand_DomesticBank;Norway_DomesticBank;Portugal_DomesticBank;Slovenia_DomesticBank;Spain_DomesticBank;Sweden_DomesticBank;Switzerland_DomesticBank;United Kingdom_DomesticBank;United States_DomesticBank;Australia_DomesticNonbank;Austria_DomesticNonbank;Belgium_DomesticNonbank;Canada_DomesticNonbank;Czech Republic_DomesticNonbank;Denmark_DomesticNonbank;Finland_DomesticNonbank;France_DomesticNonbank;Germany_DomesticNonbank;Greece_DomesticNonbank;Ireland_DomesticNonbank;Italy_DomesticNonbank;Japan_DomesticNonbank;Korea_DomesticNonbank;Netherlands_DomesticNonbank;New Zealand_DomesticNonbank;Norway_DomesticNonbank;Portugal_DomesticNonbank;Slovenia_DomesticNonbank;Spain_DomesticNonbank;Sweden_DomesticNonbank;Switzerland_DomesticNonbank;United Kingdom_DomesticNonbank;United States_DomesticNonbank
2009Q1;149.703;212.254;345.956;1072.228;1146.395;668.465;75.054;1472.911;1717.521;281.548;89.538;1817.404;777131.34;290061.6;370.131;36.592;1141.767;139.633;9.448;473.71;1189.576;193.612;847.407;10252.947;35.562;163.952;209.572;191.59;312.041;267.592;56.826;634.365;935.298;198.412;61.413;720.956;63725.748;31153.858;267.918;15.81;669.241;100.817;3.929;208.341;287.001;18.95;238.234;3310.698;31.855;37.356;53.752;35.926;46.8;81.245;14.789;191.883;522.348;14.372;33.266;57.293;15422.602;7909.728;88.793;3.093;89.754;15.855;0.27;58.936;148.122;8.586;146.013;2248.2;3.103;23.518;50.197;31.007;138.45;56.488;6.892;91.419;98.823;88.758;14.159;259.315;2444.275;10177.011;35.149;0.12;26.932;36.497;2.644;62.013;52.173;8.589;12.653;168.976;0.603999999999997;103.078;105.62299999999999;124.65699999999998;126.791;129.85899999999998;35.144999999999996;351.063;314.12700000000007;95.28200000000002;13.987999999999998;404.348;45858.871;13067.119;143.976;12.597000000000001;552.555;48.46499999999999;1.0149999999999997;87.392;86.70599999999996;1.7749999999999986;79.568;893.522;114.141;48.30199999999999;136.38400000000001;880.638;834.354;400.87300000000005;18.228;838.546;782.223;83.136;28.125;1096.4479999999999;713405.592;258907.74199999997;102.21299999999997;20.781999999999996;472.52600000000007;38.81600000000002;5.519;265.36899999999997;902.575;174.662;609.173;6942.249;0.768;1.344;5.107;46.71;0;3.3;0.91;33.869;10.739;11.704;0.6;63.654;64265.5;25248.1;1.784;4.205;0;0.534;0.141;21.544;0;1.473;12.993;474.746;21.756;35.36;84.59;317.635;415.5;20.073;10.965;481.93;503.41;42.933;7.57;431.874;316010;89294.7;60.756;5.63;252.8;15.212;3.366;134.249;262.954;17.246;49.33;658.333;91.617;11.597999999999992;46.68700000000001;516.293;418.85400000000004;377.50000000000006;6.3530000000000015;322.747;268.0739999999999;28.498999999999988;19.955;600.9199999999998;333130.09199999995;144364.94199999998;39.67299999999996;10.947;219.72600000000006;23.070000000000018;2.012;109.57599999999996;639.6210000000001;155.94299999999998;546.8499999999999;5809.17
2009Q2;162.82;216.304;348.259;1102.857;1271.637;710.757;67.349;1561.746;1783.016;291.479;101.277;1829.546;796406.35;307389.4;361.16;39.652;1077.682;147.976;11.076;511.173;1251.483;190.654;895.083;10604.534;51.532;169.851;198.927;204.155;343.247;286.854;49.421;659.929;982.969;206.001;71.57;743.39;63524.299;34249.331;247.462;17.674;584.501;106.921;5.064;216.727;361.454;18.626;239.094;3428.811;38.417;36.846;58.223;36.306;51.2;96.076;15.29;221.512;533.789;13.601;31.592;62.944;17242.797;7317.526;92.798;2.949;93.308;17.084;0.279;59.915;159.317;7.587;147.125;2625.5;3.262;25.375;47.981;32.73;131.865;64.234;7.461;92.252;106.928;90.271;24.873;266.273;2496.985;10792.786;34.366;0.12;26.011;38.489;2.451;60.929;59.369;9.148;10.234;175.232;9.852999999999994;107.63;92.72300000000001;135.119;160.18200000000002;126.544;26.67;346.16499999999996;342.25200000000007;102.129;15.104999999999993;414.173;43784.517;16139.019;120.29799999999999;14.605;465.18199999999996;51.348000000000006;2.334;95.88300000000001;142.768;1.8910000000000018;81.735;628.0790000000002;111.288;46.453;149.33200000000002;898.702;928.3899999999999;423.90299999999996;17.928000000000004;901.8170000000001;800.047;85.47799999999998;29.707000000000008;1086.156;732882.051;273140.069;113.69800000000004;21.978;493.18100000000004;41.05499999999999;6.0120000000000005;294.446;890.029;172.028;655.989;7175.723;2.791;1.716;4.955;46.09;0;3.289;0.883;35.072;10.943;11.421;0.618;63.287;66053.1;33161.8;1.566;4.435;0;0.538;0.18;22.043;0;1.437;96.368;653.193;36.283;37.363;86.212;317.661;484.789;32.947;11.237;516.9;525.754;45.71;9.014;443.13;334220;90912.8;75.433;6.622;289.7;17.514;3.694;155.423;279.813;17.43;48.348;634.804;72.214;7.374000000000002;58.165000000000006;534.951;443.6009999999999;387.667;5.808000000000005;349.84500000000014;263.35;28.346999999999987;20.07500000000001;579.7389999999999;332608.951;149065.46900000004;36.69900000000003;10.921000000000003;203.48100000000005;23.002999999999997;2.138000000000001;116.98000000000002;610.216;153.16099999999997;511.2730000000001;5887.726
2009Q3;186.006;212.632;353.339;1127.007;1300.731;738.555;73.894;1601.408;1791.087;296.231;103.113;1865.427;802459.19;313375.9;360.691;41.467;1112.551;147.586;12.552;533.678;1287.407;187.641;948.5;11019.045;63.544;170.831;198.933;194.915;348.232;293.451;55.397;671.096;979.289;213.925;72.815;763.378;60592.983;37774.033;252.676;18.151;539.81;103.895;6.471;230.367;424.986;17.57;234.798;3543.418;46.403;34.786;60.372;44.456;53.1;111.779;15.424;242.008;525.65;12.318;28.41;65.198;17557.082;6805.239;94.456;2.928;90.962;18.015;0.279;58.874;162.146;7.057;155.48;2694.6;3.678;24.503;55.805;30.841;139.855;58.25;8.258;93.98;111.404;93.625;21.615;269.118;2310.409;11806.714;35.473;0.198;21.702;33.98;2.984;59.975;87.935;8.713;10.291;190.097;13.462999999999997;111.54199999999999;82.75599999999997;119.618;155.27700000000002;123.42200000000003;31.715;335.10799999999995;342.235;107.982;22.790000000000003;429.06200000000007;40725.492;19162.08;122.74699999999997;15.024999999999999;427.14599999999996;51.9;3.208;111.518;174.90500000000003;1.8000000000000007;69.02700000000002;658.7210000000002;122.462;41.801000000000016;154.406;932.0920000000001;952.499;445.1039999999999;18.497000000000007;930.3119999999999;811.798;82.30599999999998;30.298000000000002;1102.049;741866.2069999999;275601.867;108.01499999999999;23.316;572.741;43.69100000000002;6.0809999999999995;303.31100000000004;862.4209999999999;170.071;713.702;7475.627;2.133;1.824;5.027;45.75;0;3.178;0.895;34.599;11.016;11.672;0.807;64.764;68409;23969.6;1.646;3.456;0;0.542;0.203;22.569;0;1.307;151.775;769.16;33.953;38.092;86.854;313.329;502.317;41.81;11.42;542.846;532.152;39.858;9.573;447.756;341930;97257.1;62.97;9.645;365.2;20.721;3.835;159.828;287.811;18.404;56.314;630.123;86.376;1.8850000000000193;62.52500000000002;573.0130000000001;450.182;400.11599999999993;6.1820000000000075;352.86699999999985;268.63;30.77599999999999;19.918000000000003;589.5290000000001;331527.20699999994;154375.16700000002;43.39899999999999;10.215;207.541;22.428000000000015;2.0429999999999993;120.91400000000002;574.6099999999999;150.36;505.613;6076.344000000001
2009Q4;197.87;231.173;347.224;1154.954;1319.002;744.541;80.2;1627.182;1804.696;301.062;104.703;1839.486;813270.64;305920.5;355.057;43.218;1027.885;153.624;12.519;569.535;1369.295;184.879;1005.405;11397.29;71.158;175.875;193.349;207.658;394.471;277.821;61.343;672.992;976.879;223.988;74.282;750.805;58862.784;39921.061;248.516;17.545;439.528;108.972;6.427;245.987;359.699;18.649;245.344;3659.262;48.435;33.176;65.159;46.147;57.9;134.554;15.769;263.362;528.275;12.303;25.42;70.137;17133.412;9037.958;96.496;3.132;95.87;18.589;0.297;58.601;165.271;7.197;162.295;2700.1;3.826;24.567;46.119;31.429;141.697;65.193;8.308;93.589;104.04;97.169;22.449;249.946;2321.354;11424.932;36.699;0.104;16.124;35.556;2.81;66.783;78.447;11.188;10.129;185.959;18.897;118.132;82.071;130.082;194.87400000000002;78.07400000000003;37.266000000000005;316.04099999999994;344.564;114.516;26.412999999999993;430.72199999999987;39408.018000000004;19458.171000000002;115.32099999999998;14.309000000000003;327.534;54.827;3.32;120.603;115.98100000000002;0.2640000000000011;72.92;773.2030000000002;126.712;55.298;153.875;947.2959999999999;924.531;466.72;18.857;954.19;827.8169999999999;77.07400000000001;30.421000000000006;1088.681;754407.856;265999.439;106.54100000000003;25.673000000000002;588.357;44.652;6.0920000000000005;323.548;1009.596;166.23;760.0609999999999;7738.028;3.903;1.995;5.163;45.67;0;2.477;0.882;33.112;11.162;12.001;0.989;64.902;71990;12670.1;1.334;3.38;0;0.546;0.196;23.263;0;1.268;188.076;776.587;33.459;37.981;85.293;307.685;494.146;51.344;11.855;559.828;534.409;41.842;9.529;444.896;349190;92196.2;59.986;11.059;394.8;21.079;3.789;171.081;405.179;18.328;71.08;611.779;89.35;15.322000000000003;63.41899999999998;593.941;430.38499999999993;412.89900000000006;6.119999999999997;361.2500000000001;282.24599999999987;23.23100000000001;19.903000000000006;578.883;333227.856;161133.13900000002;45.221000000000025;11.234000000000004;193.55699999999996;23.027;2.1070000000000007;129.20400000000004;604.417;146.634;500.9049999999999;6349.662
2010Q1;214.904;233.802;363.995;1174.084;1353.408;792.02;83.731;1672.652;1824.334;311.473;124.315;1876.412;827039.17;352334.7;359.585;45.396;1030.556;159.671;13.545;586.851;1312.583;184.232;1102.32;11877.537;88.211;179.923;215.608;214.336;395.678;290.178;64.725;719.655;980.984;222.859;82.149;762.925;55003.585;45425.254;241.288;19.364;449.593;112.046;8.163;269.94;422.467;19.175;276.338;3862.509;56.284;38.039;65.158;52.937;60.1;132.266;18.686;291.096;558.254;11.326;23.36;69.42;18199.037;9570.16;103.093;3.246;98.576;20.043;0.317;58.465;175.265;7.514;178.238;2703.3;4.675;25.328;53.904;30.312;146.606;58.931;8.224;115.499;108.166;96.725;27.81;247.816;1899.667;14064.973;33.893;0.116;17.162;37.169;3.727;64.724;71.268;11.391;10.371;217.62;27.252;116.55600000000001;96.54599999999999;131.087;188.97199999999998;98.98100000000001;37.815;313.05999999999995;314.564;114.80800000000002;30.979000000000003;445.68899999999996;34904.880999999994;21790.121;104.30199999999999;16.002000000000002;333.8550000000001;54.83400000000002;4.119;146.75099999999998;175.934;0.27000000000000135;87.72900000000003;941.5889999999998;126.693;53.87899999999999;148.387;959.748;957.7299999999999;501.842;19.006;952.9970000000001;843.35;88.614;42.166;1113.487;772035.5850000001;306909.446;118.29699999999997;26.032;580.963;47.624999999999986;5.382;316.911;890.1160000000001;165.057;825.982;8015.028;5.033;1.914;5.347;49.01;0;2.062;0.846;32.415;11.12;12.318;1.143;65.731;73066.1;27291.6;1.047;3.455;0;0.561;0.177;24.456;0;1.26;198.275;776.705;33.473;40.38;84.91;303.889;520.033;47.081;13.01;563.27;519.415;48.557;20.211;468.359;363420;105866.1;72.412;11.353;384.4;23.211;3.207;170.892;369.811;17.347;75.148;643.207;88.187;11.584999999999987;58.129999999999995;606.849;437.6969999999999;452.69899999999996;5.15;357.3120000000001;312.81500000000005;27.739000000000004;20.811999999999998;579.3970000000002;335549.4850000001;173751.746;44.837999999999965;11.223999999999998;196.563;23.852999999999987;1.9980000000000002;121.56299999999999;520.3050000000001;146.45;552.559;6595.116
2010Q2;229.823;243.545;369.232;1200.435;1380.654;842.214;88.437;1730.926;1865.708;315.853;123.725;1900.771;841936.72;362164.4;372.655;47.031;1078.2;166.864;13.561;609.032;1311.127;183.72;1141.601;12236.053;100.52;190.527;232.629;247.535;397.533;302.706;71.408;768.443;995.911;226.029;78.938;743.386;59902.317;50720.405;242.903;20.624;508.045;106.231;8.053;253.529;363.925;18.47;302.132;3986.932;64.214;43.511;67.433;59.969;60.7;134.401;22;321.776;596.457;62.555;34.006;71.24;18575.523;10793.733;108.606;3.389;106.677;36.123;0.347;57.161;178.084;6.875;173.779;3071.4;5.437;27.032;54.676;32.313;139.11;59.58;7.782;104.072;111.745;77.442;22.799;228.946;1887.325;15596.262;35.668;0.117;19.812;27.759;3.913;65.804;76.353;11.327;10.467;244.481;30.868999999999996;119.984;110.51999999999997;155.253;197.723;108.72500000000001;41.626000000000005;342.59499999999997;287.70899999999995;86.032;22.133000000000003;443.19999999999993;39439.469000000005;24330.409999999996;98.62899999999999;17.118;381.556;42.349000000000004;3.7930000000000015;130.564;109.48800000000001;0.2679999999999989;117.88600000000001;671.0509999999997;129.303;53.018;136.60300000000004;952.9;983.121;539.508;17.028999999999996;962.483;869.7970000000001;89.82400000000001;44.78699999999999;1157.385;782034.4029999999;311443.995;129.75199999999998;26.407;570.155;60.63300000000001;5.507999999999999;355.50300000000004;947.202;165.25;839.469;8249.121;4.869;2.037;5.814;53.16;0;2.127;0.824;31.507;11.275;14.354;1.829;67.239;74840.6;27340.5;0.953;3.457;0;1.118;0.179;24.003;0;1.204;198.275;776.989;35.519;42.714;89.426;304.325;548.801;25.849;13.904;572.376;513.138;53.687;23.154;496.081;368390;101812.8;73.93;12.542;371;31.585;3.469;183.91;377.204;17.313;89.804;618.446;88.91499999999999;8.267000000000003;41.36300000000004;595.415;434.31999999999994;511.5320000000001;2.300999999999995;358.6;345.3840000000001;21.783000000000015;19.80399999999999;594.0649999999999;338803.80299999996;182290.695;54.86899999999997;10.408;199.15499999999997;27.930000000000007;1.859999999999999;147.59000000000006;569.998;146.733;551.3900000000001;6853.686
2010Q3;244.952;245.742;368.896;1224.829;1510.922;851.087;89.197;1710.061;1891.87;328.594;139.244;1921.134;845318.47;373572.2;374.439;49.183;1081.138;174.521;13.725;620.541;1302.831;183.124;1198.325;12639.959;113.555;187.509;204.762;260.051;458.274;308.008;70.256;777.041;1021.011;235.432;84.28;757.191;65851.651;55928.993;237.754;23.278;516.085;113.209;8.063;279.596;401.825;19.261;323.649;4241.06;68.55;44.016;63.156;69.215;62.4;117.751;23.303;334.425;574.367;76.071;32.931;64.45;20354.032;11304.809;107.644;3.419;100.98;37.96;0.355;53.143;174.815;6.55;166.731;3192.7;5.164;27.641;58.657;29.488;157.013;48.442;8.195;108.888;112.538;72.722;21.076;211.942;2099.964;17446.245;37.71;0.1;18.621;27.299;3.916;62.933;75.135;12.416;10.898;275.57;39.84100000000001;115.852;82.949;161.34799999999998;238.86100000000002;141.81499999999997;38.758;333.72800000000007;334.106;86.639;30.273000000000003;480.799;43397.655;27177.939000000002;92.39999999999998;19.758999999999997;396.48400000000004;47.949999999999996;3.7920000000000003;163.52;151.875;0.29499999999999815;146.02;772.7900000000006;131.397;58.233000000000004;164.13400000000001;964.778;1052.6480000000001;543.079;18.941000000000003;933.0199999999999;870.8589999999999;93.162;54.964;1163.943;779466.819;317643.207;136.68500000000003;25.905;565.0529999999999;61.31199999999998;5.661999999999999;340.94500000000005;901.0059999999999;163.863;874.676;8398.899000000001;5.267;2.162;6.137;57.64;0;1.622;0.782;31.655;11.313;14.664;2.196;68.767;76668.7;19075.5;1.321;3.537;0;1.275;0.178;25.406;0;1.189;198.275;811.669;35.059;43.696;94.285;311.098;613.658;37.086;15.098;561.275;485.339;56.864;33.902;492.359;368080;103400.9;76.598;12.24;360.5;31.187;3.802;180.767;386.816;17.889;92.799;621.328;91.071;12.375000000000007;63.71200000000002;596.04;438.9900000000001;504.371;3.0610000000000017;340.0899999999999;374.20699999999994;21.634000000000007;18.866;602.817;334718.11900000006;195166.807;58.766000000000034;10.128000000000002;204.55299999999988;28.849999999999984;1.681999999999999;134.77200000000005;514.1899999999998;144.785;583.6020000000001;6965.902000000002
2010Q4;255.388;245.985;364.132;1244.007;1480.097;836.167;94.286;1722.172;2119.242;330.57;144.23;1921.1;863420.39;361300.3;379.043;52.327;1108.379;179.653;13.918;649.153;1370.64;182.414;1220.252;13109.307;123.528;185.271;196.752;262.584;454.746;279.232;70.829;746.379;1119.653;227.87;79.616;733.457;64639.248;57466.73;240.206;26.487;540.333;109.853;7.936;277.705;393.426;18.347;333.408;4355.57;72.59;47.454;63.192;73.506;67.2;113.44;25.654;349.271;587.664;84.177;33.521;64.779;21625.782;11970.999;113.234;3.374;103.839;38.465;0.392;50.428;178.32;8.199;174.119;3189.3;5.282;24.192;51.719;27.763;126.182;40.448;7.207;100.673;117.241;64.834;17.385;177.601;1945.817;14707.856;32.938;0.106;21.87;26.456;4.082;62.252;58.678;9.913;8.554;269.369;45.656000000000006;113.62499999999997;81.84100000000001;161.315;261.364;125.34400000000002;37.967999999999996;296.435;414.74800000000005;78.85899999999998;28.709999999999997;491.077;41067.649;30787.875;94.03399999999999;23.006999999999998;414.62399999999997;44.93199999999999;3.4619999999999997;165.02499999999998;156.428;0.2350000000000012;150.735;896.9009999999995;131.86;60.71400000000003;167.38;981.423;1025.351;556.935;23.457000000000008;975.793;999.5890000000002;102.69999999999999;64.61399999999999;1187.643;798781.142;303833.57;138.83700000000002;25.84;568.0459999999999;69.8;5.981999999999999;371.44800000000004;977.2140000000002;164.06699999999998;886.8439999999999;8753.737000000001;8.469;2.302;6.319;58.46;0;0.997;0.719;36.425;11.491;15.188;2.504;70.092;76738.2;13639.5;1.289;3.706;0;1.743;0.177;26.106;0;1.223;198.275;1016.102;30.316;44.049;92.237;319.412;582.695;13.793;16.754;562.348;673.192;63.048;43.415;504.305;380770;98685.2;78.52;15.902;363.5;38.606;3.924;183.213;380.268;19.806;101.157;680.182;93.07500000000002;14.363000000000028;68.82400000000001;603.5509999999999;442.65600000000006;542.145;5.984000000000005;377.0200000000001;314.9060000000002;24.463999999999984;18.694999999999993;613.2459999999999;341272.94200000004;191508.87;59.028000000000034;6.232000000000001;204.54599999999994;29.451;1.8809999999999998;162.12900000000005;596.9460000000001;143.03799999999995;587.4119999999999;7057.453000000001
2011Q1;273.961;249.003;381.224;1262.625;1512.954;883.001;93.409;1766.82;2123.527;342.265;155.835;1943.974;867350.02;386797.5;383.083;59.467;1123.96;181.527;16.766;691.086;1308.509;182.127;1240.638;13349.314;129.289;182.613;184.967;269.037;445.904;311.063;67.671;755.291;1132.909;243.256;94.214;755.469;70435.274;60021.976;236.597;29.872;567.203;110.796;10.997;282.208;312.053;21.756;331.078;4580.526;79.15;48.169;60.428;80.235;66.8;119.492;24.543;368.401;575.207;106.53;52.86;61.49;23019.503;13555.331;119.575;3.643;103.078;40.118;0.403;48.914;162.613;7.743;185.954;3183.3;5.292;24.189;55.04;27.742;129.928;32.65;8.98;102.878;118.142;67.214;14.565;177.217;1634.424;15457.492;36.479;0.12;21.617;26.471;5.579;62.194;57.803;13.689;8.643;285.428;44.84699999999998;110.25500000000002;69.49900000000002;161.05999999999997;249.176;158.92099999999996;34.14800000000001;284.01200000000006;439.5600000000001;69.512;26.789;516.7620000000001;45781.34700000001;31009.153000000006;80.543;26.108999999999998;442.508;44.206999999999994;5.015;171.10000000000002;91.637;0.32399999999999984;136.48099999999997;1111.7979999999998;144.67200000000003;66.38999999999999;196.25699999999998;993.588;1067.05;571.938;25.738;1011.5289999999999;990.6179999999999;99.00899999999999;61.62100000000001;1188.5049999999999;796914.746;326775.524;146.48600000000002;29.595;556.7570000000001;70.73099999999998;5.768999999999998;408.878;996.456;160.371;909.56;8768.788;4.658;2.4;6.51;56.73;0;1.014;0.719;36.492;11.466;15.264;2.496;71.051;77299.2;24912.1;1.67;3.776;0;1.903;0.143;27.574;0;1.213;198.275;1333.445;36.525;43.458;100.139;314.916;640.788;17.658;16.498;540.291;674.397;58.8;39.75;487.686;386880;101228.6;77.203;15.962;343.3;39.022;4.061;190.26;444.188;19.157;115.066;674.248;103.48900000000003;20.53199999999999;89.60799999999999;621.942;426.26199999999994;553.266;8.520999999999997;434.74599999999987;304.7549999999999;24.944999999999993;19.375000000000007;629.768;332735.5460000001;200634.824;67.61300000000003;9.857;213.45700000000005;29.805999999999976;1.5649999999999986;191.04399999999998;552.268;140.001;596.2189999999999;6761.095000000001
2011Q2;294.588;251.625;380.304;1297.987;1522.434;915.231;93.844;1811.73;2135.62;342.057;158.671;1978.078;883369.7;394486.8;391.178;66.448;1107.996;201.215;16.254;710.84;1333.004;181.812;1298.749;13450.291;134.285;186.163;175.927;282.657;464.762;316.703;66.101;832.204;1164.669;230.772;97.248;759.5;75842.791;65431.398;241.166;33.575;555.983;122.562;11.001;277.261;327.057;23.853;347.156;4633.185;80.231;50.434;60.247;85.883;67.2;129.659;24.167;400.79;581.941;102.978;56.17;59.995;23790.68;14975.42;125.072;3.557;104.541;61.546;0.431;48.735;171.137;7.519;191.89;3514.6;4.486;25.079;59.632;27.279;135.165;37.951;9.63;119.939;110.229;54.807;15.091;179.735;1856.951;15312.767;38.332;0.138;18.389;23.822;5.35;60.561;59.478;15.956;8.784;269.053;49.568000000000005;110.65;56.047999999999995;169.495;262.39700000000005;149.093;32.303999999999995;311.4749999999999;472.4990000000001;72.987;25.987000000000002;519.77;50195.159999999996;35143.211;77.762;29.880000000000003;433.05299999999994;37.194;5.220000000000001;167.965;96.44200000000001;0.37800000000000367;146.48200000000003;849.5320000000005;160.30300000000003;65.46199999999999;204.37699999999998;1015.3300000000002;1057.672;598.528;27.742999999999995;979.5260000000001;970.9509999999998;111.28500000000003;61.42299999999999;1218.578;807526.909;329055.402;150.012;32.87299999999999;552.0130000000001;78.653;5.253000000000002;433.579;1005.9469999999999;157.959;951.5930000000001;8817.106;4.551;2.259;6.742;59.66;0;1.701;0.719;34.437;11.673;15.02;2.489;72.739;80221.6;16484.9;1.566;3.768;0;1.885;0.125;27.958;0;1.19;198.275;1617.06;39.459;44.257;101.68;317.293;636.08;36.343;18.162;536.298;655.702;62.48;38.663;505.119;389250;101039.8;78.723;14.725;344.3;47.391;4.058;202.338;421.359;19.726;139.866;633.541;116.29300000000003;18.94599999999999;95.95499999999998;638.3770000000002;421.592;560.484;8.861999999999995;408.79100000000005;303.5759999999998;33.78500000000003;20.270999999999994;640.7199999999999;338055.309;211530.702;69.723;14.37999999999999;207.71300000000014;29.377000000000002;1.070000000000002;203.283;584.588;137.043;613.4520000000001;6566.505
